업소명,소재지(도로명),소재지전화
카페모먼트,"대전광역시 중구 보문로230번길 58, 1층 (대흥동)",
엠케이스포츠,"대전광역시 중구 충무로 114-1, 1층 (대사동)",042-535-6131
목수정,"대전광역시 중구 계룡로874번길 47, 3층 (오류동)",
순중매마스터쉐프,"대전광역시 중구 산성로 23, 1층 (산성동)",042-586-0788
인디고피씨방부사점,"대전광역시 중구 보문로 50, 2층 (부사동)",
라이즈커피로스터즈,"대전광역시 중구 대종로 354-1, 1, 2층 (부사동)",042-253-9966
지에스태평중앙점,"대전광역시 중구 유천로132번길 37, 글로리아빌딩 1층 102호 (태평동)",
오블랑,"대전광역시 중구 천근로69번길 72, 1층 (문화동)",
씨유대전선화포스코,"대전광역시 중구 선화서로 114, 1층 (선화동)",
세븐일레븐대전태평드림점,"대전광역시 중구 태평로 133, 대현빌딩 1층 (태평동)",
카페숨,"대전광역시 중구 계백로 1712, 기독교연합봉사회관 1층 (문화동)",
중구청앞집,"대전광역시 중구 보문로 262, 1층 (대흥동)",042-222-7977
디와이앤,"대전광역시 중구 대종로517번길 68, 1층 (선화동)",070-8615-6530
옥주반찬,"대전광역시 중구 동서대로 1388, 1층 110호 (목동, 금호한사랑아파트)",
엔커피,"대전광역시 중구 계룡로 774, 1층 (오류동)",
아워커피,"대전광역시 중구 목중로 7, C동 1층 (목동)",042-224-0225
달곰달곰,"대전광역시 중구 목중로 45, 1층 (목동)",
너의꿈,"대전광역시 중구 보문로268번길 10, 1층 (대흥동)",
씨유대전유천점,"대전광역시 중구 계백로1615번길 57, 1층 (유천동)",
콜다방,"대전광역시 중구 유천로47번길 77, 1층 (유천동)",
페이버떡볶이엔비빔밥,"대전광역시 중구 동서대로 1388, 상가동 1층 140호 (목동, 금호한사랑아파트)",042-222-4365
디어주니,"대전광역시 중구 중앙로170번길 17, 1층 (은행동)",
다미치킨,"대전광역시 중구 충무로 110, 1층 (대사동)",
미넷,"대전광역시 중구 대흥로121번길 17-1, 1,2층 (대흥동)",
카페모아,"대전광역시 중구 중앙로79번길 41, 1층 (선화동)",042-523-4354
세븐일레븐대전문화중앙점,"대전광역시 중구 중앙로16번길 27, 1층 (문화동)",
티핀에비뉴,"대전광역시 중구 보문산로 290, 2층 (문화동)",
평생직장커피,"대전광역시 중구 계룡로874번길 71, 1층 (오류동)",
커피앤,"대전광역시 중구 보문산로 408, 1층 (대사동)",042-226-7850
아크림목동점,"대전광역시 중구 목동로 62, 1층 (목동)",
리리카롱,"대전광역시 중구 보문산로161번길 26, 1층 (문화동)",
곰이리사이클카페,"대전광역시 중구 목척3길 16, 1층 (은행동)",
라이커블,"대전광역시 중구 중앙로112번길 19, 1층 (대흥동)",
카페173,"대전광역시 중구 태평로 173, 1층 (태평동)",
카페앨,"대전광역시 중구 문화로45번길 6-1, 1층 (산성동)",042-585-5160
쉬즈베이글중앙로점,"대전광역시 중구 대종로 487, 쌍인빌딩 1층 102(일부)호 (대흥동)",
놀숲대전버드내점,"대전광역시 중구 계백로1565번길 62, 2층 (유천동)",042-524-5024
흑화당대전은행점,"대전광역시 중구 대종로488번길 25, 1층 (은행동)",042-223-0808
세븐일레븐대전대흥중앙점,"대전광역시 중구 인창로 2, 1층 (대흥동)",
오시우커피,"대전광역시 중구 목척8길 37, 1층 (은행동)",
고종이반한가베집,"대전광역시 중구 동서대로 1326, 1층 (용두동)",042-369-6086
무루,"대전광역시 중구 산서로 15, 1층 (사정동)",
커피잉글랜드1,"대전광역시 중구 중교로 23, 1층 (대흥동)",
커피잉글랜드2,"대전광역시 중구 중교로 23, 2층 (대흥동)",
소소한카페,"대전광역시 중구 문화로 178, 1층 (문화동)",
이피씨,"대전광역시 중구 당디로 111, 2층 201호 (유천동, 궁전아파트)",
콩드슈,"대전광역시 중구 보문산로 375, 상가동 101호 (대사동, 대자연아파트)",
엘빈즈엑스플레이,"대전광역시 중구 계백로 1700, 세이백화점 본관 5층 (문화동)",
마레꼬마김밥,"대전광역시 중구 유천로 49, 101호 (유천동)",042-583-3755
허니모먼트,"대전광역시 중구 선화로 93-1, 1층 (선화동)",
하나로카페2호점,"대전광역시 중구 대둔산로199번길 43, 2층 (안영동)",
사무실카페,"대전광역시 중구 대종로452번길 3, 2층 (대흥동)",
피제이피자대전1호점,"대전광역시 중구 동서대로1439번길 20, 1층 (중촌동)",042-223-5404
19티대전목동점,"대전광역시 중구 동서대로 1388, 상가동 1층 106호 (목동, 금호한사랑아파트)",042-331-1919
커피씨,"대전광역시 중구 서문로 119, 상가동 1층 3호 (문화동, 삼익아파트)",
더카페,"대전광역시 중구 중앙로 141, NC백화점 5층 (선화동)",
슈탐티쉬,"대전광역시 중구 계백로 1700, 세이백화점 본관 지하1층 (문화동)",
태평김밥,"대전광역시 중구 유천로132번길 11-12, 1층 (태평동)",
커피가,"대전광역시 중구 보문로162번길 12, 1층 (대사동)",
스테프핫도그중앙로점,"대전광역시 중구 중앙로 126, 4층 403, 404호 (대흥동)",
이피스,"대전광역시 중구 문화로 67-1, 2층 (유천동)",
라슈에뜨,"대전광역시 중구 동서대로1303번길 26, 1층 (오류동)",
매니아카페,"대전광역시 중구 유천로33번길 106, 2층 213호 (유천동, 유등탑스빌)",
달빛처럼,"대전광역시 중구 유천로58번길 33, 1층 (유천동)",
세븐일레븐대전선화드림점,"대전광역시 중구 대종로 605, 1층 102(일부)호 (선화동, 현암에버드림아파트)",
다카포,"대전광역시 중구 중앙로164번길 22-12, 2층 (은행동)",042-226-7337
아임일리터,"대전광역시 중구 태평로 28, 1층 (유천동)",
카페로와,"대전광역시 중구 보문로 258, 1층 (대흥동)",
오늘여기우리,"대전광역시 중구 중앙로137번길 44, 1층 (선화동)",042-226-6328
커피델피늄,"대전광역시 중구 대종로 583, 101동 1층 112호 (선화동, 선호아파트)",
뉴욕솜사탕,"대전광역시 중구 계백로 1700, 세이백화점 본관 5층 (문화동)",070-7764-1215
크레인피씨방대전본점,"대전광역시 중구 계백로1565번길 11, 2층 (유천동)",
카페335,"대전광역시 중구 동서대로 1249-3, 1층 (태평동)",
동네다방,"대전광역시 중구 동서대로1304번길 54, 1층 (오류동)",042-523-5236
멜팅슈가,"대전광역시 중구 보문로254번길 36, 3층 (대흥동)",
지에스25한밭우성점,"대전광역시 중구 서문로 32, 상가동 1층 107호 (문화동, 한밭우성아파트)",
루아흐,"대전광역시 중구 과례로22번길 5-6, 1층 (문화동)",070-7797-1503
이태원김밥,"대전광역시 중구 천근로 24, 천근종합상가 1층 1, 2호 (문화동)",042-585-1210
씨유대전산서로점,"대전광역시 중구 산서로 59, 1층 (사정동)",
더세이브피씨,"대전광역시 중구 동서대로 1220, 4층 (태평동)",
칙칙폭폭휴게소,"대전광역시 중구 오류로 23, 서대전역 3층 (오류동)",070-7092-7883
해브어스낵,"대전광역시 중구 대전천서로 447, WS홍명상가 1층 102호 (은행동)",
리디머,"대전광역시 중구 중앙로170번길 38, 2층 (은행동)",042-285-3131
보스밥버거,"대전광역시 중구 천근로69번길 106, 1층 (문화동)",
루앤비대흥점,"대전광역시 중구 보문로 256, 1층 (대흥동)",
대전하이퍼,"대전광역시 중구 보문산로 76, 1층 (산성동)",
추억82꽈배기,"대전광역시 중구 평촌로 96, 1층 (유천동)",
행가래만두찐빵,"대전광역시 중구 문화로 175, 1층 (문화동)",042-257-8292
엘에이피자앤드대성제빵,"대전광역시 중구 계백로 1719, 센트리아오피스텔 지하1층 11호 (오류동)",
이마트24대전문화사랑점,"대전광역시 중구 보문산로215번길 35, 1층 (문화동)",042-581-0342
마이제이커피,"대전광역시 중구 대둔산로 364, 2층 (산성동)",
세이백화점대전챔피언,"대전광역시 중구 계백로 1700, 세이백화점 본관  5층 (문화동)",
델리퀸대전목동점,"대전광역시 중구 목동로 62, 1층 (목동)",042-226-1917
팔공티은행점,"대전광역시 중구 대종로480번길 24, 1층 (은행동)",
싱크커피바,"대전광역시 중구 중앙로79번길 23, 1층 (선화동)",042-485-2001
싱크커피리빙,"대전광역시 중구 중앙로79번길 23, 2층 (선화동)",042-485-2001
싱크커피라운지,"대전광역시 중구 중앙로79번길 23, 3층 (선화동)",042-485-2001
싱크커피오피스,"대전광역시 중구 중앙로79번길 23, 4층 (선화동)",042-485-2001
엠엠커피앤로스터스,"대전광역시 중구 대종로 51, 1층 (옥계동)",
요이케이크,"대전광역시 중구 선화서로130번길 27, 1층 (선화동)",
델프라,"대전광역시 중구 중앙로13번길 58, 주1 1층 (용두동)",
세븐일레븐대전선화행복점,"대전광역시 중구 동서대로1466번길 26, 1층 (선화동)",
빨간우체통,"대전광역시 중구 보문산로161번길 26, 1층 (문화동)",
리앤초,"대전광역시 중구 유등천동로 218, 상가동 1층 103(일부)호 (산성동, 유등천모아미래도리버뷰)",
토트코,"대전광역시 중구 대흥로 92, 2층 (대흥동)",
넘버102호,"대전광역시 중구 충무로6번길 25, 1층 (대사동)",
커피베이대전문화점,"대전광역시 중구 계백로1716번길 26, 미성프라자 1층 105호 (문화동)",
와플싸롱,"대전광역시 중구 서문로 76, 1층 101호 (문화동)",
지에스25대전올리브힐점,"대전광역시 중구 목동로 70, 상가동 1층 104호 (목동, 올리브힐아파트)",042-252-9178
호이차은행동점,"대전광역시 중구 중앙로 126, 1층 101호 (대흥동)",
백조커피마을,"대전광역시 중구 중촌로28번길 8, 1층 (중촌동)",
선비꽈배기,"대전광역시 중구 대흥로 178, 1층 (대흥동)",
카페연,"대전광역시 중구 계룡로 852, 상가동 1층 108호 (오류동, 삼성아파트)",
크라우드피씨방,"대전광역시 중구 목중로 14, 2층 (중촌동)",
아르카나,"대전광역시 중구 보문로260번길 7, 1층 (대흥동)",
이디야대전유천동점,"대전광역시 중구 계백로 1597, 1층 (유천동)",
금전수,"대전광역시 중구 대종로296번길 22, 1층 (문창동)",
도그하우스,"대전광역시 중구 동서대로 1369, 1층 (목동)",042-222-6743
아르고티카페대전세이백화점,"대전광역시 중구 계백로 1700, 세이백화점 본관 2층 (문화동)",
아이언피씨대흥점,"대전광역시 중구 중앙로138번길 29, 5층 (대흥동)",
별카페,"대전광역시 중구 대종로 517, 1층 (선화동)",
돌아온바삭,"대전광역시 중구 목중로26번길 52, 1층 (중촌동)",042-222-9792
영순카페,"대전광역시 중구 대전천서로 289-7, 1층 (문창동)",
요거프레소대전문화점1,"대전광역시 중구 서문로 74-24, 1층 (문화동)",
요거프레소대전문화점2,"대전광역시 중구 서문로 74-24, 2층 (문화동)",
노르스름,"대전광역시 중구 선화로22번길 16, B동 1층 (용두동)",
어디야,"대전광역시 중구 유천로142번길 10, 1층 (태평동)",042-523-5050
꽈102,"대전광역시 중구 계백로1716번길 40, 상가동 1층 101호 (문화동, 문화마을금호어울림아파트)",
뮤제,"대전광역시 중구 대흥로121번길 44, 2층 (대흥동)",042-222-1837
아이엠일리터유천점,"대전광역시 중구 계백로 1613, 대원빌딩 1층 (유천동)",
씨유대전문창대로점,"대전광역시 중구 대전천서로 345, 1층 (문창동)",042-257-1001
스태리송,"대전광역시 중구 대종로517번길 61, 1층 101,103호 (선화동)",
왕가탕후루,"대전광역시 중구 대종로480번길 16, 1층 (은행동)",
GS25용두드림점,"대전광역시 중구 중앙로 23-17, 108,109호 (용두동)",
엄마떡볶이,"대전광역시 중구 동서대로 1200-11, 1층 (태평동)",
씨콤마,"대전광역시 중구 선화로 20, 1층 (용두동)",
씨유대전유천타운점,"대전광역시 중구 계백로1566번길 19, 미소랑상가 101호 (유천동)",042-585-8592
피치스앤크림,"대전광역시 중구 대종로452번길 6, 1층 (대흥동)",
지에스25유천큰솔점,"대전광역시 중구 당디로 111, 1층 (유천동, 궁전아파트)",042-581-1156
까페나무,"대전광역시 중구 중앙로13번길 12, 1층 (용두동)",
아이야꽈배기,"대전광역시 중구 보문로 49, 1층 (문창동)",
독일피엠건강카페,"대전광역시 중구 계백로1550번길 28, 1층 101호 (유천동)",
부사호떡,"대전광역시 중구 대종로316번길 2, 1층 (부사동)",
씨유대전용두타운점,"대전광역시 중구 용두로 54-1, 1층 (용두동)",
도라네케이크박물관,"대전광역시 중구 대종로587번길 43, 1층 (선화동, 거성빌라)",
세븐일레븐대전목동더샵점,"대전광역시 중구 동서대로1403번길 36, 1층 (목동)",
모암로칠번길,"대전광역시 중구 모암로7번길 5, 1층 (호동)",
미니스톱대전세이점,"대전광역시 중구 계백로 1709, 오류동누리보듬아파트 1층 109호 (오류동)",
더기커피,"대전광역시 중구 목척2길 35, 1층 103호 (은행동)",
엄마의식당,"대전광역시 중구 중앙로109번길 43, 1층 (선화동)",
달리는커피대전문화점,"대전광역시 중구 문화로 171, 1층 (문화동)",
옥천씨앤씨미라클30,"대전광역시 중구 계룡로 841-1, 1층 (용두동)",
씨유대전대사모스트빌점,"대전광역시 중구 대흥로10번길 27, 1층 (대사동)",
오븐브라더스,"대전광역시 중구 동서대로 1375-7, 1층 (목동)",
커피랩8층카페,"대전광역시 중구 대둔산로 419-4, 한밭프라자 8층 2호 (산성동)",
에피피씨,"대전광역시 중구 충무로107번길 100, 지하1층 지하102호 (대흥동, 센트럴자이)",
빅도어하우스,"대전광역시 중구 중앙로109번길 43, 1층 (선화동)",
팜스키친,"대전광역시 중구 중앙로109번길 43, 1층 (선화동)",
행복한부엌,"대전광역시 중구 중앙로109번길 43, 1층 (선화동)",
카페브람스,"대전광역시 중구 사정공원로 160, 사정공원 1층 (사정동)",
(주)비지에프리테일대전성모병원점,"대전광역시 중구 대흥로 64, 성모병원 1층 (대흥동)",
씨유대전유천스타점,"대전광역시 중구 유천로33번길 106, 1층 101호 (유천동, 유등탑스빌)",
